Gene,Effect,HRE
RABIF,NO,NO
NHLRC2,NO,NO
FAM86C,NO,NO
SLC29A2,NO,NO
NOC4L,NO,NO
PPP1R7,NO,NO
ELMOD2,NO,NO
KIF5B,NO,NO
ACAD8,NO,NO
ABHD13,NO,NO
POLR3K,NO,NO
SPIN3,NO,NO
PARP14,NO,NO
HIST1H4E,NO,NO
CHODL,NO,NO
MTNR1B,NO,NO
THY1,NO,NO
CASP1,NO,NO
TIMELESS,NO,NO
CLEC4C,NO,NO
ADAT1,NO,NO
EXOSC6,NO,NO
ERCC3,NO,NO
ALDH1B1,NO,NO
MCTS1,NO,NO
INPP1,NO,NO
ANAPC4,NO,NO
CHD1,NO,NO
DPY19L3,NO,NO
PRSS33,NO,NO
IRAK3,NO,NO
ACTR2,NO,NO
CMTM6,NO,NO
SLC9A3R2,NO,NO
UCRC,NO,NO
RPS6KB2,NO,NO
NFE2L2,NO,NO
INTS12,NO,NO
ZDHHC11,NO,NO
TSPAN32,NO,NO
OR5I1,NO,NO
SYNJ1,NO,NO
PDZD11,NO,NO
ZNF398,NO,NO
KIAA0528,NO,NO
PRPF8,NO,NO
IL22RA1,NO,NO
NOL10,NO,NO
IRAK1BP1,NO,NO
MAPK14,NO,NO
SYNJ2,NO,NO
COQ9,NO,NO
B4GALT5,NO,NO
CPM,NO,NO
ATP5A1,NO,NO
HSD3B2,NO,NO
TATDN3,NO,NO
LIAS,NO,NO
HDDC2,NO,NO
ZBTB3,NO,NO
MRPL34,NO,NO
SPANXB1,NO,NO
ANKIB1,NO,NO
TEP1,NO,NO
ACTL6A,NO,NO
CAMP,NO,NO
LAIR1,NO,NO
SCRN3,NO,NO
CDC14B,NO,NO
CYBB,NO,NO
KYNU,NO,NO
TMEM33,NO,NO
RPP40,NO,NO
ALAD,NO,NO
SUDS3,NO,NO
PLD4,NO,NO
OIP5,NO,NO
TCF3,NO,NO
HSD11B1,NO,NO
MRPL30,NO,NO
RAB8A,NO,NO
MRPS26,NO,NO
LSM10,NO,NO
ZC3HC1,NO,NO
HIST1H3C,NO,NO
MED19,NO,NO
GPR81,NO,NO
MX1,NO,NO
HIST1H2AL,NO,NO
SMPD2,NO,NO
ZKSCAN5,NO,NO
HEMGN,NO,NO
CASC4,NO,NO
RPUSD3,NO,NO
FBXO10,NO,NO
IFIT5,NO,NO
CHFR,NO,NO
TMEM186,NO,NO
ZNF644,NO,NO
IMP4,NO,NO
SNRPG,NO,NO
ACTR8,NO,NO
GINS1,NO,NO
EIF2S3,NO,NO
PCDHB9,NO,NO
HSPB8,NO,NO
MEP1B,NO,NO
ZNF443,NO,NO
SIRPD,NO,NO
MMP26,NO,NO
NECAP1,NO,NO
GLRX5,NO,NO
MLKL,NO,NO
ZNF324,NO,NO
RAB9B,NO,NO
SRL,NO,NO
ZNF326,NO,NO
SDCCAG3,NO,NO
TFDP2,NO,NO
GIMAP2,NO,NO
NDUFS7,NO,NO
CYP4V2,NO,NO
SH3D19,NO,NO
CHST1,NO,NO
MRPL46,NO,NO
ZNF253,NO,NO
THEM4,NO,NO
DPP10,NO,NO
CCR5,NO,NO
FGD2,NO,NO
KIAA0196,NO,NO
ZNF431,NO,NO
TRIM26,NO,NO
MCM10,NO,NO
ZNF578,NO,NO
CAP1,NO,NO
DIRAS3,NO,NO
MAGEF1,NO,NO
SAP30L,NO,NO
MTERFD3,NO,NO
GAN,NO,NO
AP1M2,NO,NO
GYG2,NO,NO
C1QB,NO,NO
SERPINB9,NO,NO
ALDH3B2,NO,NO
TCN1,NO,NO
PLCB2,NO,NO
GPR83,NO,NO
CLDN8,NO,NO
CROT,NO,NO
UBE3C,NO,NO
SMAD9,NO,NO
TMEM88,NO,NO
MPP1,NO,NO
SLC26A8,NO,NO
RBMX2,NO,NO
SNCA,NO,NO
NDUFS6,NO,NO
CSGLCA-T,NO,NO
BMP3,NO,NO
FLJ36031,NO,NO
PPM2C,NO,NO
ZNF559,NO,NO
CRYAA,NO,NO
FAM81B,NO,NO
CNDP2,NO,NO
NAGA,NO,NO
CHRDL2,NO,NO
TMEM126A,NO,NO
CYP2D6,NO,NO
GSTT1,NO,NO
CHRNA9,NO,NO
SNRPC,NO,NO
NUDT1,NO,NO
PNPT1,NO,NO
ARHGAP11A,NO,NO
SSTR3,NO,NO
SBNO2,NO,NO
USP9Y,NO,NO
CHGA,NO,NO
SLC22A16,NO,NO
MDFIC,NO,NO
TALDO1,NO,NO
TMCO2,NO,NO
BHMT,NO,NO
CCT7,NO,NO
WDR35,NO,NO
PSRC1,NO,NO
CASP3,NO,NO
LRRC57,NO,NO
MTHFSD,NO,NO
RAN,NO,NO
NUP133,NO,NO
PLS1,NO,NO
CARD6,NO,NO
ADAM2,NO,NO
IL10RA,NO,NO
PTPLB,NO,NO
TUBB1,NO,NO
SIX2,NO,NO
RBM24,NO,NO
NR2E3,NO,NO
IVD,NO,NO
APOL6,NO,NO
POLQ,NO,NO
LRP11,NO,NO
OAS2,NO,NO
UGCGL2,NO,NO
LOC347475,NO,NO
FYB,NO,NO
MUC2,NO,NO
PSMA3,NO,NO
FCRL4,NO,NO
NES,NO,NO
KRIT1,NO,NO
SCARA5,NO,NO
IQCD,NO,NO
ABCC12,NO,NO
MIER3,NO,NO
SAE1,NO,NO
PLUNC,NO,NO
ZFYVE16,NO,NO
TCEB1,NO,NO
WDR67,NO,NO
FANCF,NO,NO
ZNF490,NO,NO
ARPC1A,NO,NO
MTMR6,NO,NO
POLDIP3,NO,NO
PSMB6,NO,NO
UBE2D1,NO,NO
DHFRL1,NO,NO
ACTR3B,NO,NO
ZNF32,NO,NO
RANBP9,NO,NO
TAS2R7,NO,NO
PIK3R4,NO,NO
LHFPL2,NO,NO
RAMP3,NO,NO
TARBP2,NO,NO
UBIAD1,NO,NO
RCBTB1,NO,NO
IWS1,NO,NO
SPAG1,NO,NO
FSIP1,NO,NO
PRDX6,NO,NO
WIPI2,NO,NO
BRMS1,NO,NO
UBR2,NO,NO
UQCRFS1,NO,NO
CLCA4,NO,NO
SPR,NO,NO
ENAM,NO,NO
PRC1,NO,NO
PSMB8,NO,NO
HIST1H2AI,NO,NO
HOXC8,NO,NO
STOML1,NO,NO
TRAK1,NO,NO
IRF5,NO,NO
ZNF239,NO,NO
ZNF528,NO,NO
MANEAL,NO,NO
LYPD5,NO,NO
ZCCHC17,NO,NO
MBOAT1,NO,NO
HDHD3,NO,NO
ALKBH6,NO,NO
SLC25A17,NO,NO
ORC2L,NO,NO
ARHGEF5,NO,NO
TMEM87B,NO,NO
AARS2,NO,NO
ARMC2,NO,NO
NOV,NO,NO
HTR2A,NO,NO
WRB,NO,NO
FMN2,NO,NO
WDR36,NO,NO
PSMD13,NO,NO
CLDN9,NO,NO
GZMH,NO,NO
C1QTNF6,NO,NO
PSMB9,NO,NO
HTR3A,NO,NO
PRG3,NO,NO
TST,NO,NO
NEU3,NO,NO
SYNPR,NO,NO
CDH9,NO,NO
ZNF594,NO,NO
TXN2,NO,NO
PCDHB16,NO,NO
PSMD7,NO,NO
HSBP1,NO,NO
LAD1,NO,NO
SLC40A1,NO,NO
EIF2AK2,NO,NO
POMC,NO,NO
PWP1,NO,NO
NIPA2,NO,NO
DFFB,NO,NO
TNFSF18,NO,NO
PLXNB1,NO,NO
BDP1,NO,NO
PDAP1,NO,NO
ZNF611,NO,NO
RBBP5,NO,NO
GPR45,NO,NO
PPM1B,NO,NO
CENPK,NO,NO
VNN2,NO,NO
TXNDC3,NO,NO
MS4A12,NO,NO
LRRIQ1,NO,NO
GTF2A2,NO,NO
POLRMT,NO,NO
APOBEC3D,NO,NO
VPS36,NO,NO
LILRB1,NO,NO
PPP1R3F,NO,NO
ADPRH,NO,NO
LMBR1,NO,NO
SNTG1,NO,NO
EI24,NO,NO
LSM4,NO,NO
TTLL4,NO,NO
GULP1,NO,NO
SETX,NO,NO
OAS3,NO,NO
DDX56,NO,NO
FAM92A1,NO,NO
NSUN6,NO,NO
PPWD1,NO,NO
TMPRSS13,NO,NO
LIN7C,NO,NO
RBM23,NO,NO
PREX1,NO,NO
HISPPD1,NO,NO
MCRS1,NO,NO
CRTC3,NO,NO
OR1G1,NO,NO
TRIM63,NO,NO
IL1F7,NO,NO
STEAP2,NO,NO
SCRIB,NO,NO
ZNF609,NO,NO
TK2,NO,NO
MAGEA3,NO,NO
NT5C1A,NO,NO
RHOBTB3,NO,NO
GHRHR,NO,NO
FBXL18,NO,NO
PRPF4B,NO,NO
FAM84B,NO,NO
UNC13C,NO,NO
HOMER3,NO,NO
DDX10,NO,NO
SLC35A1,NO,NO
PI15,NO,NO
ACY3,NO,NO
MLF2,NO,NO
VPREB1,NO,NO
TOPBP1,NO,NO
TREML2,NO,NO
ZNF587,NO,NO
PDE6D,NO,NO
SPCS3,NO,NO
MGAM,NO,NO
ZNF792,NO,NO
LONRF2,NO,NO
ELOVL2,NO,NO
SPTB,NO,NO
PSMB10,NO,NO
CD22,NO,NO
BCAP31,NO,NO
ASNSD1,NO,NO
PTS,NO,NO
AP3S2,NO,NO
SERPINF1,NO,NO
UNC93A,NO,NO
MRPL16,NO,NO
LAGE3,NO,NO
ZNF642,NO,NO
RBM28,NO,NO
TFB2M,NO,NO
YKT6,NO,NO
DEXI,NO,NO
SNX24,NO,NO
POLD2,NO,NO
ZNF43,NO,NO
TOR1AIP1,NO,NO
ENSA,NO,NO
SRP19,NO,NO
AMPH,NO,NO
FCN2,NO,NO
PHF5A,NO,NO
KIAA1751,NO,NO
DHRS1,NO,NO
PEX26,NO,NO
GPR175,NO,NO
WNT16,NO,NO
PSMC3,NO,NO
PLEKHG6,NO,NO
USP44,NO,NO
MRPS11,NO,NO
PLVAP,NO,NO
CYYR1,NO,NO
ATP10D,NO,NO
CASP2,NO,NO
ZNF248,NO,NO
NBPF3,NO,NO
ABCD1,NO,NO
S100A11,NO,NO
BAP1,NO,NO
ACTL7A,NO,NO
CDC2,NO,NO
ZNF414,NO,NO
SGEF,NO,NO
ALG10,NO,NO
SLC39A9,NO,NO
PALB2,NO,NO
MUC4,NO,NO
SMR3B,NO,NO
DPP6,NO,NO
MSI1,NO,NO
CD207,NO,NO
FAIM,NO,NO
MTERFD1,NO,NO
IMPACT,NO,NO
SIGLEC10,NO,NO
RBL1,NO,NO
DGKQ,NO,NO
ZNF354C,NO,NO
NMUR2,NO,NO
UBE2L6,NO,NO
GPSN2,NO,NO
SYMPK,NO,NO
FBXW11,NO,NO
DCLRE1A,NO,NO
RABGGTA,NO,NO
SETD6,NO,NO
SYCP2,NO,NO
RNF2,NO,NO
RSAD2,NO,NO
RP1,NO,NO
GSG1,NO,NO
PLCB4,NO,NO
SRA1,NO,NO
PNLIP,NO,NO
CCDC37,NO,NO
UGT2B7,NO,NO
CLEC5A,NO,NO
FIS1,NO,NO
GCNT1,NO,NO
GOT1,NO,NO
FRAT2,NO,NO
NEK3,NO,NO
KCNJ6,NO,NO
TMEM115,NO,NO
IMPG1,NO,NO
OR5V1,NO,NO
ADRB3,NO,NO
FLYWCH1,NO,NO
CDC25B,NO,NO
CD1C,NO,NO
LPA,NO,NO
ARD1A,NO,NO
SLC17A1,NO,NO
NME3,NO,NO
DNTTIP2,NO,NO
PRKACB,NO,NO
SLC30A2,NO,NO
VCL,NO,NO
WNT8A,NO,NO
AIM1,NO,NO
GIMAP7,NO,NO
NIPSNAP3A,NO,NO
OR1F1,NO,NO
SH2D4B,NO,NO
MRPL21,NO,NO
ZNF320,NO,NO
GLRX2,NO,NO
DHRS9,NO,NO
TIGD2,NO,NO
RAD50,NO,NO
TPX2,NO,NO
RBP1,NO,NO
RPGRIP1,NO,NO
APCDD1,NO,NO
FECH,NO,NO
FBLN1,NO,NO
UGT3A1,NO,NO
CIDEA,NO,NO
LYPD4,NO,NO
MTF1,NO,NO
KISS1,NO,NO
SMC6,NO,NO
C1QTNF7,NO,NO
AKR1D1,NO,NO
EPPK1,NO,NO
PBK,NO,NO
THNSL1,NO,NO
B4GALT6,NO,NO
RGS4,NO,NO
MUC17,NO,NO
KIAA1549,NO,NO
LAPTM4B,NO,NO
KCNJ11,NO,NO
UBL7,NO,NO
DERL2,NO,NO
RPS19BP1,NO,NO
CD58,NO,NO
DNAH7,NO,NO
CYBASC3,NO,NO
RPP25,NO,NO
SLC12A3,NO,NO
ST3GAL5,NO,NO
ISOC1,NO,NO
ARMC1,NO,NO
CHCHD1,NO,NO
SYNJ2BP,NO,NO
RNGTT,NO,NO
SLC39A12,NO,NO
NFYB,NO,NO
ADAMTS7,NO,NO
KLK12,NO,NO
BIRC8,NO,NO
UTP14A,NO,NO
ZNF662,NO,NO
UCP2,NO,NO
ISCA2,NO,NO
DHX57,NO,NO
FAHD2A,NO,NO
SLCO2A1,NO,NO
ZCCHC10,NO,NO
CCL24,NO,NO
EPHA1,NO,NO
MTA1,NO,NO
GNRH2,NO,NO
VSIG4,NO,NO
SNX4,NO,NO
COBL,NO,NO
NEXN,NO,NO
TTN,NO,NO
RASL11B,NO,NO
AGXT2,NO,NO
PIN1,NO,NO
TLR5,NO,NO
PRKAG2,NO,NO
OR5P3,NO,NO
E2F4,NO,NO
NHP2L1,NO,NO
ATG4B,NO,NO
FGG,NO,NO
CTSL1,NO,NO
PGR,NO,NO
B3GALTL,NO,NO
KLHDC8A,NO,NO
MOCS2,NO,NO
TWISTNB,NO,NO
TBC1D13,NO,NO
ZNF502,NO,NO
MME,NO,NO
KLHL5,NO,NO
POLE,NO,NO
HBA2,NO,NO
MYBPH,NO,NO
MEPE,NO,NO
PHYHD1,NO,NO
DIO2,NO,NO
PFDN1,NO,NO
RNASEN,NO,NO
PRKAR1B,NO,NO
ASCL3,NO,NO
AR,NO,NO
EPS8L3,NO,NO
ACOX2,NO,NO
DLD,NO,NO
MGST1,NO,NO
MIS12,NO,NO
BLOC1S3,NO,NO
CLCA1,NO,NO
ZNF268,NO,NO
PIGN,NO,NO
ANKRD24,NO,NO
KCNN2,NO,NO
NUPL2,NO,NO
RABEPK,NO,NO
ZNF10,NO,NO
BBS4,NO,NO
KLHL25,NO,NO
ATP1A3,NO,NO
SPAG4L,NO,NO
TNFSF10,NO,NO
EPS8,NO,NO
CCL22,NO,NO
ACSM1,NO,NO
COG8,NO,NO
MYBPC2,NO,NO
OLFML2B,NO,NO
PRDM5,NO,NO
TSPAN15,NO,NO
SCGB2A1,NO,NO
ZNF527,NO,NO
PRODH2,NO,NO
WWC3,NO,NO
ANKRD13C,NO,NO
KCNQ3,NO,NO
COG7,NO,NO
RNASEL,NO,NO
WDR73,NO,NO
HIST1H4F,NO,NO
EFHA1,NO,NO
ISLR,NO,NO
TIMM22,NO,NO
VCY1B,NO,NO
TMCO1,NO,NO
SAR1B,NO,NO
F13A1,NO,NO
PHF14,NO,NO
JRK,NO,NO
BUB3,NO,NO
DSCR4,NO,NO
NUP205,NO,NO
TRUB1,NO,NO
ASB2,NO,NO
SHCBP1,NO,NO
NXT2,NO,NO
PLEKHO1,NO,NO
CDCA7,NO,NO
FLJ20184,NO,NO
DPYS,NO,NO
SAA4,NO,NO
PRMT7,NO,NO
NSFL1C,NO,NO
CSF2RA,NO,NO
UPF3B,NO,NO
CSF2RA,NO,NO
VENTX,NO,NO
CHRNA10,NO,NO
ACADL,NO,NO
ZDHHC3,NO,NO
GPR123,NO,NO
IQSEC3,NO,NO
HSD11B2,NO,NO
ASF1B,NO,NO
ALS2CR11,NO,NO
CDGAP,NO,NO
STEAP4,NO,NO
ZNF576,NO,NO
ZNF530,NO,NO
RRM2,NO,NO
PIK3CG,NO,NO
TFPI2,NO,NO
S100A16,NO,NO
TRIM17,NO,NO
TAP1,NO,NO
BRI3BP,NO,NO
BOLA3,NO,NO
LYVE1,NO,NO
PRKAB1,NO,NO
GLUD2,NO,NO
MIXL1,NO,NO
MLPH,NO,NO
ZNF519,NO,NO
CRELD2,NO,NO
SLITRK2,NO,NO
EXOSC10,NO,NO
PSEN1,NO,NO
ABCG8,NO,NO
PSD4,NO,NO
CASR,NO,NO
ABCF1,NO,NO
ATP13A1,NO,NO
CYP2F1,NO,NO
NCF4,NO,NO
GPR65,NO,NO
ACOT4,NO,NO
RNF125,NO,NO
GBP3,NO,NO
CD84,NO,NO
HDAC1,NO,NO
TNS3,NO,NO
LRRCC1,NO,NO
RPUSD2,NO,NO
MGC16385,NO,NO
PAQR3,NO,NO
BCAP29,NO,NO
MIA2,NO,NO
MOCOS,NO,NO
TTR,NO,NO
ROCK2,NO,NO
PZP,NO,NO
IDH3B,NO,NO
MAGEA6,NO,NO
RCSD1,NO,NO
KCNA10,NO,NO
ABCF3,NO,NO
HLA-DQA2,NO,NO
POLA2,NO,NO
SCO1,NO,NO
LANCL1,NO,NO
FBXL21,NO,NO
SLC26A4,NO,NO
CLTA,NO,NO
CXCL12,NO,NO
ADCY4,NO,NO
PSMB4,NO,NO
F5,NO,NO
UQCRQ,NO,NO
ARHGAP18,NO,NO
PSKH2,NO,NO
PIP4K2A,NO,NO
TUBGCP3,NO,NO
FAM64A,NO,NO
GTPBP8,NO,NO
SLC25A16,NO,NO
CD200R1,NO,NO
PMPCA,NO,NO
NLGN4X,NO,NO
SAGE1,NO,NO
BMP15,NO,NO
DNASE2B,NO,NO
PRKG2,NO,NO
HIST1H1D,NO,NO
SAMD9L,NO,NO
PDDC1,NO,NO
SSSCA1,NO,NO
RNASEH2A,NO,NO
ABCB11,NO,NO
GCM2,NO,NO
TSSC4,NO,NO
KLRK1,NO,NO
SAPS1,NO,NO
CYP24A1,NO,NO
POPDC2,NO,NO
RHOH,NO,NO
ZC3HAV1,NO,NO
OR6A2,NO,NO
OR1D2,NO,NO
KLF8,NO,NO
AFP,NO,NO
CABP2,NO,NO
ERAF,NO,NO
ZC3H12B,NO,NO
ACOX3,NO,NO
PBX2,NO,NO
VNN3,NO,NO
CMA1,NO,NO
ORC6L,NO,NO
KLK7,NO,NO
ZNF562,NO,NO
ST6GALNAC5,NO,NO
HAO2,NO,NO
FCN3,NO,NO
SLC33A1,NO,NO
SPINK2,NO,NO
STK3,NO,NO
SUV39H2,NO,NO
FUT4,NO,NO
SDS,NO,NO
RFXAP,NO,NO
DAXX,NO,NO
SARDH,NO,NO
AIPL1,NO,NO
HIST1H2BE,NO,NO
RNF26,NO,NO
DCPS,NO,NO
COLEC10,NO,NO
CUZD1,NO,NO
NPAT,NO,NO
NCOA1,NO,NO
CCR9,NO,NO
TAGAP,NO,NO
ZBTB24,NO,NO
PRB1,NO,NO
PXT1,NO,NO
CD248,NO,NO
CEP164,NO,NO
SCNN1A,NO,NO
YIPF1,NO,NO
BLK,NO,NO
CASP5,NO,NO
MAPK8IP1,NO,NO
SDSL,NO,NO
NRG4,NO,NO
DPEP3,NO,NO
MATK,NO,NO
FAM122C,NO,NO
COG2,NO,NO
MIA3,NO,NO
SLC2A12,NO,NO
SLC28A3,NO,NO
AP2A2,NO,NO
RAB15,NO,NO
SUCLG1,NO,NO
BTBD8,NO,NO
LRCH3,NO,NO
H2AFJ,NO,NO
WISP1,NO,NO
PRKDC,NO,NO
ZNF696,NO,NO
CCDC27,NO,NO
SLC22A6,NO,NO
SLC19A2,NO,NO
COMMD8,NO,NO
DAO,NO,NO
KRT8,NO,NO
CASC5,NO,NO
DIRAS1,NO,NO
IQGAP3,NO,NO
RBP2,NO,NO
GORASP1,NO,NO
RPS6KA2,NO,NO
POMT2,NO,NO
ZNF708,NO,NO
ICOSLG,NO,NO
CCDC28B,NO,NO
KIAA0562,NO,NO
EXTL2,NO,NO
NUP43,NO,NO
SVOP,NO,NO
SLC28A1,NO,NO
PTPN1,NO,NO
ITPA,NO,NO
OLFML3,NO,NO
ZNF35,NO,NO
MTHFD2L,NO,NO
STK38,NO,NO
ZDHHC6,NO,NO
NARS,NO,NO
KIAA1841,NO,NO
QTRTD1,NO,NO
DSG3,NO,NO
IFNAR1,NO,NO
PRKACG,NO,NO
TUFM,NO,NO
CTSZ,NO,NO
DCUN1D1,NO,NO
ANKRD30A,NO,NO
GPR114,NO,NO
TIGD1,NO,NO
IL1RN,NO,NO
SCN2B,NO,NO
OAS1,NO,NO
OR7C2,NO,NO
PRKD2,NO,NO
FOXL2,NO,NO
MCCC2,NO,NO
RNF8,NO,NO
VPS28,NO,NO
ITGB1BP2,NO,NO
TLR8,NO,NO
RASGEF1B,NO,NO
FGFR1OP,NO,NO
CA2,NO,NO
AP3M1,NO,NO
P2RY6,NO,NO
DNAJA3,NO,NO
CPAMD8,NO,NO
ZNF418,NO,NO
USP51,NO,NO
DPH2,NO,NO
SPATA9,NO,NO
MRPS18A,NO,NO
STK31,NO,NO
SILV,NO,NO
TMTC4,NO,NO
CD70,NO,NO
ZNF358,NO,NO
BGLAP,NO,NO
SST,NO,NO
ULBP1,NO,NO
AVPR1A,NO,NO
PTGIS,NO,NO
BRD8,NO,NO
CIT,NO,NO
SPG20,NO,NO
OSGEP,NO,NO
CHP,NO,NO
ADAM33,NO,NO
ADRM1,NO,NO
CPA5,NO,NO
P2RX7,NO,NO
RAE1,NO,NO
CFHR4,NO,NO
MPZL1,NO,NO
IL8RA,NO,NO
TAS2R8,NO,NO
SLC25A24,NO,NO
DACT2,NO,NO
RLN1,NO,NO
TTC8,NO,NO
UBE2T,NO,NO
HECTD3,NO,NO
ZSCAN20,NO,NO
PRCC,NO,NO
TAS2R5,NO,NO
GPR20,NO,NO
TNFSF15,NO,NO
DPP7,NO,NO
DCD,NO,NO
PEX11G,NO,NO
RAB7L1,NO,NO
KLHL20,NO,NO
AMBN,NO,NO
CCDC15,NO,NO
TDP1,NO,NO
SPC24,NO,NO
NAALADL2,NO,NO
FGF19,NO,NO
IFNAR2,NO,NO
FAM104B,NO,NO
CENPF,NO,NO
RFC5,NO,NO
OCA2,NO,NO
PRSS36,NO,NO
ZNF302,NO,NO
RPIA,NO,NO
CCNB2,NO,NO
IL6R,NO,NO
COL24A1,NO,NO
IL1F10,NO,NO
KIF11,NO,NO
TMEM121,NO,NO
OR3A1,NO,NO
HIST1H2BI,NO,NO
NFE2,NO,NO
KLRC1,NO,NO
TSSK6,NO,NO
RTP1,NO,NO
ZNF367,NO,NO
CDC26,NO,NO
NCLN,NO,NO
OR4F29,NO,NO
OR4F29,NO,NO
ALDH1A1,NO,NO
ACSBG2,NO,NO
ZNF552,NO,NO
IFI16,NO,NO
DBR1,NO,NO
LUZP2,NO,NO
CLEC12B,NO,NO
MC2R,NO,NO
ETFB,NO,NO
ALPI,NO,NO
NUDT9,NO,NO
BAK1,NO,NO
GPX5,NO,NO
FGF20,NO,NO
IFIT2,NO,NO
PRR13,NO,NO
WDHD1,NO,NO
ASB7,NO,NO
DPP3,NO,NO
TPD52L2,NO,NO
DNAL1,NO,NO
MPND,NO,NO
CA6,NO,NO
KIAA1143,NO,NO
WDR17,NO,NO
OCIAD1,NO,NO
TSPYL5,NO,NO
MS4A5,NO,NO
CPB2,NO,NO
NP,NO,NO
APOL4,NO,NO
NAP1L2,NO,NO
CHCHD8,NO,NO
TENC1,NO,NO
COX7A1,NO,NO
GPR101,NO,NO
SYTL5,NO,NO
VGLL2,NO,NO
SLC22A9,NO,NO
PAPOLA,NO,NO
GCSH,NO,NO
CCDC85A,NO,NO
SIRT5,NO,NO
MEN1,NO,NO
LRP10,NO,NO
RAX,NO,NO
CDK5RAP1,NO,NO
PLEKHB2,NO,NO
UXS1,NO,NO
MYO5C,NO,NO
PHKB,NO,NO
PCSK2,NO,NO
KCNE1,NO,NO
DOCK11,NO,NO
FCRL5,NO,NO
HRG,NO,NO
DSPP,NO,NO
UGT2B28,NO,NO
NKIRAS1,NO,NO
METTL7A,NO,NO
GRPR,NO,NO
GPKOW,NO,NO
DDX18,NO,NO
TOP1MT,NO,NO
TRUB2,NO,NO
ORM2,NO,NO
COQ5,NO,NO
DTX3,NO,NO
SELL,NO,NO
UPK1B,NO,NO
CFP,NO,NO
SESTD1,NO,NO
TNC,NO,NO
GLT8D3,NO,NO
HSPA2,NO,NO
RSL1D1,NO,NO
GAMT,NO,NO
MCM6,NO,NO
MOBKL1A,NO,NO
ZNF599,NO,NO
ST7L,NO,NO
ZCCHC4,NO,NO
BTN2A3,NO,NO
CPN1,NO,NO
ZNF225,NO,NO
TAF1B,NO,NO
BRPF1,NO,NO
RUFY1,NO,NO
PDE3B,NO,NO
CETN1,NO,NO
EIF4ENIF1,NO,NO
TADA1L,NO,NO
HTN1,NO,NO
DNAJB6,NO,NO
KIN,NO,NO
OASL,NO,NO
SLC10A3,NO,NO
SLC19A3,NO,NO
AKR1C1,NO,NO
MYO18B,NO,NO
TMEM40,NO,NO
IFIT1,NO,NO
MYBPC3,NO,NO
SLC37A1,NO,NO
AASDH,NO,NO
KIAA1919,NO,NO
BPI,NO,NO
RFPL2,NO,NO
MOSC1,NO,NO
ECEL1,NO,NO
TRAF3IP1,NO,NO
DNAJC13,NO,NO
MAS1L,NO,NO
TECTB,NO,NO
FATE1,NO,NO
ATP13A3,NO,NO
CARD9,NO,NO
SOCS4,NO,NO
ATPBD3,NO,NO
SCAND1,NO,NO
KCNK17,NO,NO
FKSG83,NO,NO
BAAT,NO,NO
SLC29A3,NO,NO
ATP5L,NO,NO
SORT1,NO,NO
PLA2G2E,NO,NO
DCBLD2,NO,NO
OXNAD1,NO,NO
CXCL1,NO,NO
SLC7A7,NO,NO
TRAPPC1,NO,NO
CEACAM21,NO,NO
NDUFA6,NO,NO
IL20,NO,NO
GSTM1,NO,NO
UGT8,NO,NO
KCNH3,NO,NO
KLRC3,NO,NO
ATP13A2,NO,NO
PRKAG3,NO,NO
SNX17,NO,NO
SUCNR1,NO,NO
OR51B2,NO,NO
TGIF2LX,NO,NO
LYG1,NO,NO
PYCRL,NO,NO
TUBA1C,NO,NO
CMTM5,NO,NO
FAM118A,NO,NO
UFD1L,NO,NO
NSUN3,NO,NO
MELK,NO,NO
TDRD1,NO,NO
PSMD8,NO,NO
GIPC2,NO,NO
AOX1,NO,NO
RAB28,NO,NO
SCARA3,NO,NO
GNB5,NO,NO
FBXL7,NO,NO
GUCA1B,NO,NO
ITIH5,NO,NO
LAG3,NO,NO
ZNF669,NO,NO
PPP1R12B,NO,NO
FAM20B,NO,NO
FBP1,NO,NO
RPS6KL1,NO,NO
TPRKB,NO,NO
GBGT1,NO,NO
CES7,NO,NO
BTLA,NO,NO
MSH5,NO,NO
OR12D3,NO,NO
AKT1,NO,NO
FAM129C,NO,NO
KCNE2,NO,NO
ABHD5,NO,NO
SCN11A,NO,NO
DDX55,NO,NO
BLM,NO,NO
STATH,NO,NO
ICAM3,NO,NO
LOR,NO,NO
GBP4,NO,NO
WDR75,NO,NO
PRLH,NO,NO
GAS1,NO,NO
FGFBP3,NO,NO
PRB2,NO,NO
MGRN1,NO,NO
MAP2K2,NO,NO
ZFP30,NO,NO
ZNF575,NO,NO
ITSN1,NO,NO
SSX3,NO,NO
NME6,NO,NO
PARP3,NO,NO
SUCLA2,NO,NO
GTPBP6,NO,NO
GTPBP6,NO,NO
CEP110,NO,NO
PAOX,NO,NO
BBS10,NO,NO
BDKRB2,NO,NO
AURKB,NO,NO
ALPP,NO,NO
HAVCR1,NO,NO
SNTB1,NO,NO
GAL3ST3,NO,NO
COX5A,NO,NO
CILP,NO,NO
SPA17,NO,NO
ME3,NO,NO
PIK3C2G,NO,NO
FAM70B,NO,NO
MYH13,NO,NO
NXF2,NO,NO
DPPA2,NO,NO
PDE6C,NO,NO
ITGB1BP3,NO,NO
MBD3L1,NO,NO
MFAP3L,NO,NO
SLC17A3,NO,NO
HIATL1,NO,NO
CCIN,NO,NO
KIAA0406,NO,NO
CSTF2,NO,NO
KIAA1210,NO,NO
RHOC,NO,NO
ALS2CR4,NO,NO
SLC7A2,NO,NO
ZBTB6,NO,NO
